ID,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Prog,Carries,Prog,Succ,Att
3,2021-10-16,Sat,Premier League,Matchweek 8,Away,W 5-0,Liverpool,Watford,Y,LW,90,1,0,0,0,4,2,0,0,49,7,1,1,0,0.8,0.8,0,2,1,24,36,66.7,3,38,5,1,2
3,2021-10-19,Tue,Champions Lg,Group stage,Away,W 3-2,eng Liverpool,es Atlético Madrid,Y,LW,62,0,0,0,0,1,1,0,0,22,5,1,0,2,0,0,0,1,0,12,14,85.7,1,13,3,0,0
3,2021-10-24,Sun,Premier League,Matchweek 9,Away,W 5-0,Liverpool,Manchester Utd,N,FW,14,0,0,0,0,1,0,0,0,9,2,0,0,0,0.1,0.1,0,0,0,6,7,85.7,0,5,1,0,0
3,2021-10-30,Sat,Premier League,Matchweek 10,Home,D 2-2,Liverpool,Brighton,Y,"LW,RW",90,1,0,0,0,2,1,0,0,53,17,1,1,3,0.3,0.3,0.1,2,0,26,37,70.3,3,38,2,3,5
3,2021-11-03,Wed,Champions Lg,Group stage,Home,W 2-0,eng Liverpool,es Atlético Madrid,Y,LW,45,1,0,0,0,2,1,1,0,26,4,0,1,1,0.7,0.7,0,1,0,11,12,91.7,0,25,3,2,6
3,2021-11-07,Sun,Premier League,Matchweek 11,Away,L 2-3,Liverpool,West Ham,Y,LW,90,0,0,0,0,4,1,0,0,56,6,0,0,3,0.7,0.7,0,3,0,33,45,73.3,3,42,13,1,1
3,2021-11-11,Thu,WCQ,Second round,Away,D 1-1,sn Senegal,tg Togo,Y,AM,29,0,0,0,0,4,1,0,0,,,,0,,0.7,,,,0,,45,,,,,1,1
3,2021-11-20,Sat,Premier League,Matchweek 12,Home,W 4-0,Liverpool,Arsenal,Y,LW,90,1,1,0,0,2,2,1,0,47,14,1,1,0,0.4,0.4,0.8,4,1,24,31,77.4,2,42,5,3,5
3,2021-11-24,Wed,Champions Lg,Group stage,Home,W 2-0,eng Liverpool,pt Porto,Y,LW,71,0,0,0,0,3,0,0,0,27,12,1,0,2,0.2,0.2,0.1,1,0,11,15,73.3,1,21,2,1,2
3,2021-11-27,Sat,Premier League,Matchweek 13,Home,W 4-0,Liverpool,Southampton,Y,LW,90,0,0,0,0,3,1,0,0,55,17,0,0,0,0.1,0.1,0,4,2,29,40,72.5,2,47,8,3,3
3,2021-12-01,Wed,Premier League,Matchweek 14,Away,W 4-1,Liverpool,Everton,Y,LW,90,0,0,0,0,3,1,0,0,48,14,1,0,0,0.4,0.4,0.2,2,1,26,33,78.8,0,37,3,0,2
3,2021-12-04,Sat,Premier League,Matchweek 15,Away,W 1-0,Liverpool,Wolves,Y,LW,90,0,0,0,0,1,1,0,0,46,20,1,0,1,0.3,0.3,0,3,0,26,37,70.3,7,39,7,3,3
3,2021-12-07,Tue,Champions Lg,Group stage,Away,W 2-1,eng Liverpool,it Milan,Y,LW,63,0,1,0,0,1,1,0,0,34,10,1,0,1,0.1,0.1,0.1,4,1,18,24,75,3,28,5,1,2
3,2021-12-11,Sat,Premier League,Matchweek 16,Home,W 1-0,Liverpool,Aston Villa,Y,LW,87,0,0,0,0,4,0,0,0,46,15,3,2,0,0.3,0.3,0.1,3,0,21,35,60,7,38,10,1,2
3,2021-12-16,Thu,Premier League,Matchweek 17,Home,W 3-1,Liverpool,Newcastle Utd,Y,LW,90,0,0,0,0,2,1,0,0,48,13,2,2,2,0.5,0.5,0.3,3,1,24,30,80,4,36,1,1,2
3,2021-12-19,Sun,Premier League,Matchweek 18,Away,D 2-2,Liverpool,Tottenham,Y,"LW,LM",81,0,0,0,0,2,0,0,0,53,15,4,0,1,0.1,0.1,0.1,4,0,27,34,79.4,2,44,8,2,2
3,2021-12-28,Tue,Premier League,Matchweek 20,Away,L 0-1,Liverpool,Leicester City,Y,LW,90,0,0,0,0,5,1,0,0,55,13,1,2,2,0.7,0.7,0,2,0,27,37,73,6,38,9,0,0
3,2022-01-02,Sun,Premier League,Matchweek 21,Away,D 2-2,Liverpool,Chelsea,Y,LW,89,1,0,0,0,2,2,1,0,40,30,1,1,1,0.7,0.7,0.2,3,1,20,25,80,1,33,2,2,5
3,2022-01-10,Mon,Africa Cup of Nations,Group stage,Neutral,W 1-0,sn Senegal,zw Zimbabwe,Y,FW,90,1,0,1,1,4,2,0,0,,,,0,,0.7,,,,1,,25,,,,,2,5
3,2022-01-14,Fri,Africa Cup of Nations,Group stage,Neutral,D 0-0,sn Senegal,gn Guinea,Y*,AM,90,0,0,0,0,1,0,0,0,,,,0,,0.7,,,,1,,25,,,,,2,5
3,2022-01-18,Tue,Africa Cup of Nations,Group stage,Neutral,D 0-0,sn Senegal,mw Malawi,Y,FW,90,0,0,0,0,1,0,0,0,,,,1,,0.7,,,,1,,25,,,,,2,5
3,2022-01-25,Tue,Africa Cup of Nations,Round of 16,Neutral,W 2-0,sn Senegal,cv Cape Verde,Y,FW,69,1,0,0,0,3,2,0,0,,,,0,,0.7,,,,1,,25,,,,,2,5
3,2022-01-30,Sun,Africa Cup of Nations,Quarter-finals,Neutral,W 3-1,sn Senegal,gq Equatorial Guinea,Y,FW,90,0,0,0,0,0,0,0,0,,,,0,,0.7,,,,1,,25,,,,,2,5
3,2022-02-02,Wed,Africa Cup of Nations,Semi-finals,Neutral,W 3-1,sn Senegal,bf Burkina Faso,Y,FW,90,1,0,0,0,3,3,0,0,,,,0,,0.7,,,,1,,25,,,,,2,5
3,2022-02-06,Sun,Africa Cup of Nations,Final,Neutral,D 0 (4)-0 (2),sn Senegal,eg Egypt,Y,FW,120,0,0,0,1,1,1,1,0,,,,1,,0.7,,,,1,,25,,,,,2,5
3,2022-02-13,Sun,Premier League,Matchweek 25,Away,W 1-0,Liverpool,Burnley,Y,LW,66,0,0,0,0,3,1,0,0,34,5,0,0,0,0.4,0.4,0.1,4,0,16,23,69.6,3,25,3,2,2
3,2022-02-16,Wed,Champions Lg,Round of 16,Away,W 2-0,eng Liverpool,it Inter,Y,LW,58,0,0,0,0,2,0,0,0,31,17,1,1,2,0.1,0.1,0.2,2,0,12,15,80,3,22,1,0,1
3,2022-02-19,Sat,Premier League,Matchweek 26,Home,W 3-1,Liverpool,Norwich City,Y,"FW,LM,LW",90,1,0,0,0,4,2,0,0,45,9,0,0,2,0.6,0.6,0.1,4,0,28,30,93.3,3,38,8,1,4
3,2022-02-23,Wed,Premier League,Matchweek 19,Home,W 6-0,Liverpool,Leeds United,Y,FW,90,2,0,0,0,3,2,0,0,80,13,1,0,1,1.4,1.4,0.3,5,1,50,59,84.7,4,65,10,2,2
3,2022-02-27,Sun,EFL Cup,Final,Away,D 0 (11)-0 (10),Liverpool,Chelsea,Y,FW,79,0,0,0,0,2,1,0,0,,,,0,,,,,,1,,59,,,,,2,2
3,2022-03-02,Wed,FA Cup,Fifth round proper,Home,W 2-1,Liverpool,Norwich City,N,,7,0,0,0,0,0,0,0,0,,,,0,,,,,,1,,59,,,,,2,2
3,2022-03-05,Sat,Premier League,Matchweek 28,Home,W 1-0,Liverpool,West Ham,Y,"FW,RW",90,1,0,0,0,5,1,1,0,69,12,1,1,0,1,1,0.2,3,0,42,53,79.2,7,65,16,2,3
3,2022-03-08,Tue,Champions Lg,Round of 16,Home,L 0-1,eng Liverpool,it Inter,Y,"LW,FW",90,0,0,0,0,1,0,1,0,46,17,1,0,0,0,0,0.4,2,0,29,31,93.5,3,34,4,1,2
3,2022-03-12,Sat,Premier League,Matchweek 29,Away,W 2-0,Liverpool,Brighton,Y,"FW,RW",90,0,0,0,0,4,3,0,0,42,27,1,0,0,0.3,0.3,0,2,0,23,24,95.8,6,30,2,4,4
3,2022-03-16,Wed,Premier League,Matchweek 27,Away,W 2-0,Liverpool,Arsenal,Y,"LW,RW",90,0,0,0,0,1,0,0,0,31,20,0,0,4,0.3,0.3,0,0,0,11,13,84.6,1,24,2,1,2
3,2022-03-25,Fri,WCQ,Third round,Away,L 0-1,sn Senegal,eg Egypt,Y,FW,90,0,0,0,0,4,2,0,0,,,,0,,,,,,0,,13,,,,,1,2
3,2022-03-29,Tue,WCQ,Third round,Home,W 1 (3)-0 (1),sn Senegal,eg Egypt,Y,AM,120,0,0,0,0,4,2,0,0,,,,0,,,,,,0,,13,,,,,1,2
3,2022-04-02,Sat,Premier League,Matchweek 31,Home,W 2-0,Liverpool,Watford,N,RW,22,0,0,0,0,1,0,0,0,11,6,0,0,1,0.1,0.1,0,0,0,5,8,62.5,0,3,1,0,1
3,2022-04-05,Tue,Champions Lg,Quarter-finals,Away,W 3-1,eng Liverpool,pt Benfica,Y,FW,60,1,0,0,0,2,1,0,0,37,12,1,0,0,0.7,0.7,0.6,2,0,15,25,60,1,28,6,0,1
3,2022-04-10,Sun,Premier League,Matchweek 32,Away,D 2-2,Liverpool,Manchester City,Y,"LW,FW",83,1,0,0,0,1,1,0,0,43,23,2,0,1,0.3,0.3,0,1,0,23,28,82.1,2,28,2,0,1
3,2022-04-13,Wed,Champions Lg,Quarter-finals,Home,D 3-3,eng Liverpool,pt Benfica,N,LW,25,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0.1,2,0,13,16,81.3,4,15,3,1,2
3,2022-04-16,Sat,FA Cup,Semi-finals,Away,W 3-2,Liverpool,Manchester City,Y,FW,84,2,0,0,0,3,3,1,0,,,,0,,0,,,,0,,16,,,,,1,2
3,2022-04-19,Tue,Premier League,Matchweek 30,Home,W 4-0,Liverpool,Manchester Utd,Y,FW,90,1,1,0,0,2,1,0,0,66,9,0,0,1,0.2,0.2,0.3,4,2,49,55,89.1,5,49,5,1,1
3,2022-04-24,Sun,Premier League,Matchweek 34,Home,W 2-0,Liverpool,Everton,Y,FW,59,0,0,0,0,2,0,1,0,39,2,0,1,1,0.1,0.1,0,1,0,24,32,75,0,30,3,1,2
3,2022-04-27,Wed,Champions Lg,Semi-finals,Home,W 2-0,eng Liverpool,es Villarreal,Y,FW,71,1,0,0,0,4,1,0,0,35,14,3,1,0,1.1,1.1,0,3,0,16,23,69.6,1,24,1,0,0
3,2022-04-30,Sat,Premier League,Matchweek 35,Away,W 1-0,Liverpool,Newcastle Utd,Y,LW,68,0,0,0,0,3,1,1,0,26,8,0,0,0,0.4,0.4,0.1,4,0,15,20,75,0,16,3,1,1
3,2022-05-03,Tue,Champions Lg,Semi-finals,Away,W 3-2,eng Liverpool,es Villarreal,Y,"FW,LW",90,1,0,0,0,1,1,0,0,38,22,1,0,1,0.7,0.7,0.3,8,3,15,24,62.5,3,24,4,3,3
3,2022-05-07,Sat,Premier League,Matchweek 36,Home,D 1-1,Liverpool,Tottenham,Y,FW,90,0,0,0,0,1,1,0,0,51,20,2,0,2,0,0,0.2,5,1,24,38,63.2,2,38,5,1,2
3,2022-05-10,Tue,Premier League,Matchweek 33,Away,W 2-1,Liverpool,Aston Villa,Y,"FW,LW",90,1,0,0,0,4,1,0,0,46,16,0,0,1,0.6,0.6,0.1,4,0,25,35,71.4,5,34,7,2,3
3,2022-05-14,Sat,FA Cup,Final,Away,D 0 (6)-0 (5),Liverpool,Chelsea,Y,FW,120,0,0,0,0,0,0,0,0,,,,0,,0.6,,,,0,,35,,,,,2,2
3,2022-05-22,Sun,Premier League,Matchweek 38,Home,W 3-1,Liverpool,Wolves,Y,FW,90,1,0,0,0,3,2,0,0,56,17,2,0,1,0.5,0.5,0.2,4,0,32,44,72.7,4,41,9,2,2
3,2022-05-28,Sat,Champions Lg,Final,Neutral,L 0-1,eng Liverpool,es Real Madrid,Y,"FW,LW",90,0,0,0,0,3,1,0,0,57,16,2,2,0,0.2,0.2,0.2,8,0,35,43,81.4,5,54,10,2,6
